DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED
10/28/2020,RR-7091,DOH,LOVELACE REGIONAL HOSPITAL,117 E 19TH ST,ROSWELL,CHAVES,1
10/28/2020,RR-6856,DOH,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7124,NMED,LOVINGTON POLICE,213 S LOVE ST,LOVINGTON,LEA,1
10/28/2020,RR-6983,NMED,LOWE'S,2180 N MAIN ST,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6979,PED,MACARTHUR ELEMENTARY SCHOOL,655 4TH ST,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7244,NMED,MARATHON PETROLEUM,6700 JEFFERSON NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7131,NMED,MARKET STREET PHARMACY,600 N GUADALUPE ST,SANTA FE,SANTA FE,1
10/28/2020,RR-6951,NMED,MASSON FARMS OF NEW MEXICO INC,2100 COUNTY ROAD D61,RADIUM SPRINGS,DONA ANA,1
10/28/2020,RR-7079,NMED,MC DONALD'S,1501 COORS BLVD NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7127,NMED,MC DONALD'S,1020 W 1ST ST,PORTALES,CURRY,1
10/28/2020,RR-7094,CYFD,CONFIDENTIAL,CONFIDENTIAL,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6934,NMED,MED FLIGHT,2301 YALE BLVD SE # D3,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6935,NMED,MED FLIGHT,2301 YALE BLVD SE # D3,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7219,DHI,MEDICARE TRANSPORTATION LLC,809 TIJERAS AVE NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7220,DHI,MEDICARE TRANSPORTATION LLC,809 TIJERAS AVE NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7231,DOH,MEMORIAL MEDICAL CTR,2450 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7230,DOH,MEMORIAL MEDICAL CTR,2450 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7227,DOH,MEMORIAL MEDICAL CTR,2450 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7229,DOH,MEMORIAL MEDICAL CTR,2450 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7228,DOH,MEMORIAL MEDICAL CTR,2450 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7152,NMED,MHAT LLC,409 N HAPPY VALLEY RD,CARLSBAD,EDDY,1
10/28/2020,RR-6929,DOH,MIMBRES MEMORIAL HOSPITAL,900 W ASH ST,DEMING,LUNA,1
10/28/2020,RR-7103,DOH,MIMBRES MEMORIAL HOSPITAL,900 W ASH ST,DEMING,LUNA,1
10/28/2020,RR-7223,NMED,MONROES RESTAURANT,6051 OSUNA RD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6949,PED,MORIARTY MIDDLE SCHOOL,200 CENTER AVE,MORIARTY,TORRANCE,1
10/28/2020,RR-6779,DHI,MOUNTAIN SHADOWS,800 N TELSHOR BLVD # B,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6912,DOH,MOUNTAIN VIEW HOSPITAL LLC,4371 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6816,DOH,MOUNTAIN VIEW REGIONAL MED CTR,4311 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6815,DOH,MOUNTAIN VIEW REGIONAL MED CTR,4311 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6834,NMED,M'TUCCI'S TWENTY-FIVE,4939 PAN AMERICAN FWY,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7090,NMED,MVD EXPRESS,10200 MENAUL BLVD NE # 100,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6810,NMED,NEW ACES PECAN COMPANY,2455 ENTRADA DEL SOL,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6771,PED,NEW AMERICA SCHOOL,1734 ISLETA BLVD SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6927,ALTSD,NEW BEGINNINGS LLC,8908 WASHINGTON ST NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6919,NMED,NEW MEXICO FOOD DISTR INC,3041 UNIVERSITY BLVD SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7080,NMED,NEW MEXICO FOOD DISTR INC,3041 UNIVERSITY BLVD SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7067,DHI,NEW MEXICO HEART INSTITUTE,502 ELM ST NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6806,HED,NEW MEXICO INST-MINING-TECH,801 LEROY PL,SOCORRO,SOCORRO,1
10/28/2020,RR-6814,HED,NEW MEXICO INST-MINING-TECH,801 LEROY PL,SOCORRO,SOCORRO,1
10/28/2020,RR-6857,HED,NEW MEXICO JUNIOR COLLEGE,5317 N LOVINGTON HWY,HOBBS,LEA,1
10/28/2020,RR-6903,NMED,NEW MEXICO MEDICAL SOCIETY,316 OSUNA RD NE # 501,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7133,DHI,NEW MEXICO ORTHOPAEDIC/SPINE,2100 LOUISIANA BLVD NE # 410,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7167,DHI,NEW MEXICO REHABILITATION CTR,72 GAIL HARRIS ST,ROSWELL,CHAVES,1
10/28/2020,RR-6846,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6943,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7096,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7225,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7226,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7162,ALTSD,NEW MEXICO STATE VETERANS HOME,992 S BROADWAY ST,TRUTH OR CNSQNCS,SIERRA,1
10/28/2020,RR-7178,ALTSD,NEW MEXICO STATE VETERANS HOME,992 S BROADWAY ST,TRUTH OR CNSQNCS,SIERRA,1
10/28/2020,RR-6789,NMED,NEW MEXICO TITLE LOANS,300 COMMERCE WAY,CLOVIS,CURRY,1
10/28/2020,RR-7184,NMED,NEW MEXICO WORKFORCE CNNCTN,226 S ALAMEDA BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7180,NMED,NEW MEXICO WORKFORCE CNNCTN,226 S ALAMEDA BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7088,DOH,NM DEPARTMENT OF HEALTH,1105 S SAINT FRANCIS DR,SANTA FE,SANTA FE,1
10/28/2020,RR-7146,NMED,NM FOOT & ANKLE INSTITUTE,4343 PAN AMERICAN FWY NE # 234,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6827,NMED,NM SOLAR GROUP-RIO RANCHO,4408 HIGHWAY 478,ANTHONY,DONA ANA,1
10/28/2020,RR-6932,NMED,NMDOT DISTRICT 5,7315 CERRILLOS RD,SANTA FE,SANTA FE,1
10/28/2020,RR-6822,NMED,ONTIVEROS INSULATION CO INC,485 ARCHULETA RD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6833,NMED,O'REILLY AUTO PARTS,1145 US HIGHWAY 491,GALLUP,MC KINLEY,1
10/28/2020,RR-6795,NMED,O'REILLY AUTO PARTS,1300 S MAIN ST # F,ROSWELL,CHAVES,1
10/28/2020,RR-6796,NMED,O'REILLY AUTO PARTS,1300 S MAIN ST # F,ROSWELL,CHAVES,1
10/28/2020,RR-6809,NMCD,OTERO COUNTY PRISON,10 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1
10/28/2020,RR-6922,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1
10/28/2020,RR-7161,NMCD,OTERO COUNTY PROCESSING CTR,26 MCGREGOR RANGE RD,CHAPARRAL,DONA ANA,1
10/28/2020,RR-7015,NMED,PIC QUIK STORES INC,2001 BATAAN MEMORIAL WEST,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6963,NMED,PILOT TRAVEL CTR,9911 AVALON RD NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6794,NMED,PILOT TRAVEL CTR,3710 W CARLSBAD HWY,HOBBS,LEA,1
10/28/2020,RR-6826,NMED,PIONEER ACE HARDWARE,1100 SAN MATEO BLVD NE # 1,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6772,NMED,PIZZA HUT,303 COORS BLVD NW # A,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7233,PED,POJOAQUE HIGH SCHOOL,1574 NM 502,SANTA FE,SANTA FE,1
10/28/2020,RR-7150,PED,POJOAQUE VALLEY SCHOOL DIST,1574 NM 502,SANTA FE,SANTA FE,1
10/28/2020,RR-6828,PED,PORTALES HIGH CHILDCARE,201 S KNOXVILLE ST,PORTALES,ROOSEVELT,1
10/28/2020,RR-7070,NMED,PORTALES SELECT PEANUT CO INC,6 NEW MEXICO 467,PORTALES,ROOSEVELT,1
10/28/2020,RR-7132,NMED,PREMIER DISTRIBUTING CO,380 ALIANCE BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7379,NMED,PREMIER DISTRIBUTING CO,380 ALIANCE BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6849,DOH,PRESBYTERIAN HEALTHCARE SVC,1100 CENTRAL AVE SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6851,DOH,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVE SE # 7,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7052,NMED,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVE SE # 7,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6841,DOH,PRESBYTERIAN KASEMAN HOSPITAL,8300 CONSTITUTION AVE NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6777,DHI,PRESBYTERIAN MEDICAL GROUP,1422 PASEO DE PERALTA # 1,SANTA FE,SANTA FE,1
10/28/2020,RR-6998,NMED,PRIVATE LABEL SELECT LTD CO,1320 PASEO DEL PUEBLO SUR,TAOS,TAOS,1
10/28/2020,RR-7234,NMED,PRODUCTION & ENVIRON SVC LLC,3425 INDUSTRIAL DR,HOBBS,LEA,1
10/28/2020,RR-7243,PED,PUBLIC SCHOOLS,915 LOCUST ST SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6893,NMED,R M I PROPERTIES LLC,PO BOX 5182,CARLSBAD,EDDY,1
10/28/2020,RR-7093,NMED,RAYSTEEL INC,8815 2ND ST NW # A,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6980,NMED,RED LOBSTER,575 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6850,NMED,RED LOBSTER,2625 N MAIN ST,ROSWELL,CHAVES,1
10/28/2020,RR-6939,NMED,RENT-A-CENTER,5401 CENTRAL AVE NW # D,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6852,ALTSD,RETREAT GARDENS,4100 JACKIE RD SE,RIO RANCHO,SANDOVAL,1
10/28/2020,RR-6847,ALTSD,RETREAT-ALZHEIMER'S SPEC CARE,4075 JACKIE RD SE,RIO RANCHO,SANDOVAL,1
10/28/2020,RR-6986,NMED,RIO ARRIBA COUNTY DWI OFFICE,1122 INDUSTRIAL PARK RD,ESPANOLA,RIO ARRIBA,1
10/28/2020,RR-6817,NMED,RIO ARRIBA COUNTY RECREATION,1122 INDUSTRIAL PARK RD,ESPANOLA,RIO ARRIBA,1
10/28/2020,RR-7110,ALTSD,RIO AT LAS ESTANCIA,3620 LAS ESTANCIAS DR SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7153,ALTSD,RIO AT LAS ESTANCIA,3620 LAS ESTANCIAS DR SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7157,DHI,RIO GRANDE FAMILY MEDICINE,711 ENCINO PL NE # D,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6780,PED,RIO RANCHO PUBLIC SCHOOLS-TRANSPORTATION,821 MOCCASIN DR NE,RIO RANCHO,SANDOVAL,1
10/28/2020,RR-7061,PED,RIO RANCHO PUBLIC SCHOOLS-TRANSPORTATION,821 MOCCASIN DR NE,RIO RANCHO,SANDOVAL,1
10/28/2020,RR-6891,PED,RIVERSIDE ELEMENTARY SCHOOL,4085 MCNUTT RD,SUNLAND PARK,DONA ANA,1
10/28/2020,RR-6801,NMED,RMS FOODS INC,817 N GRIMES ST,HOBBS,LEA,1
10/28/2020,RR-6835,NMED,RODGERS PLUMBING & HEATING INC,5105 WILLIAMS ST SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6836,NMED,RODGERS PLUMBING & HEATING INC,5105 WILLIAMS ST SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6957,NMCD,ROOSEVELT COUNTY JAIL,1700 N BOSTON AVE,PORTALES,ROOSEVELT,1
10/28/2020,RR-7100,DOH,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,ROOSEVELT,1
10/28/2020,RR-6984,PED,ROSELAWN ELEMENTARY SCHOOL,600 N ROSELAWN AVE,ARTESIA,EDDY,1
10/28/2020,RR-6936,ALTSD,SAGECREST NURSING & REHAB,2029 SAGECREST AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7106,ALTSD,SAGECREST NURSING & REHAB,2029 SAGECREST AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6916,PED,SAN JUAN ELEMENTARY SCHOOL,411 STATE ROAD 74,OHKAY OWINGEH,RIO ARRIBA,1
10/28/2020,RR-6915,PED,SAN JUAN ELEMENTARY SCHOOL,411 STATE ROAD 74,OHKAY OWINGEH,RIO ARRIBA,1
10/28/2020,RR-6955,NMED,SANDIA LABORATORY FEDERAL CU,3707 JUAN TABO BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7134,HED,SANTA FE COMMUNITY COLLEGE,6401 S RICHARDS AVE,SANTA FE,SANTA FE,1
10/28/2020,RR-7089,HED,SANTA FE COMMUNITY COLLEGE,6401 S RICHARDS AVE,SANTA FE,SANTA FE,1
10/28/2020,RR-6819,NMED,SANTA FE DOOR STORE INC,2500 2ND ST SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6878,NMED,SANTA FE GRILL,3918 W PICACHO AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7009,DHI,SANTA FE IMAGING LLC,1640 HOSPITAL DR,SANTA FE,SANTA FE,1
10/28/2020,RR-7008,DHI,SANTA FE IMAGING LLC,1640 HOSPITAL DR,SANTA FE,SANTA FE,1
10/28/2020,RR-7136,DHI,SANTA FE RECOVERY,5312 JAGUAR DR,SANTA FE,SANTA FE,1
10/28/2020,RR-6818,PED,SANTA TERESA HIGH SCHOOL,100 AIRPORT RD,SANTA TERESA,DONA ANA,1
10/28/2020,RR-7138,DDSD,SEQUOYAH ADOLESCENT TREATMENT,3405 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7144,NMED,SERVICEMASTER CO,2416 CANDELARIA RD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7218,NMED,SERVICEMASTER CO,2416 CANDELARIA RD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6824,NMED,SHAMROCK FOODS CO,2 SHAMROCK WAY NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6987,NMED,SIERRA VISTA APTS,878 N IRON ST,DEMING,LUNA,1
10/28/2020,RR-6860,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6869,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6868,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6867,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6866,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6865,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6864,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6863,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6862,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6861,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6859,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7189,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7188,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7186,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7187,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7192,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7191,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7190,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-7185,ALTSD,SKIES HEALTHCARE & REHAB CTR,9150 MCMAHON BLVD NW,ALAMEDA,BERNALILLO,1
10/28/2020,RR-6990,NMED,SMITH'S FOOD & DRUG CTR,4700 TRAMWAY BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7092,NMED,SOUTH SLOPE DAIRY,499 CURRY AVE # 14,CLOVIS,CURRY,1
10/28/2020,RR-7206,PED,SOUTHERN HEIGHTS ELEMENTARY,101 E TEXAS ST,HOBBS,LEA,1
10/28/2020,RR-6821,NMED,SOUTHWEST CREATIONS CLLBRTV,1308 4TH ST NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6844,NMED,SOUTHWEST EXPRESS LLC,1608 BROADWAY BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7208,NMED,SOUTHWESTERN EYE CTR,2030 S SOLANO DR,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7006,NMED,SPROUTS FARMERS MARKET,11201 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7215,NMED,STAMPEDE MEAT INC,5700 MCNUTT RD,SANTA TERESA,DONA ANA,1
10/28/2020,RR-7344,NMED,STAMPEDE MEAT INC,5700 MCNUTT RD,SANTA TERESA,DONA ANA,1
10/28/2020,RR-7343,NMED,STAMPEDE MEAT INC,5700 MCNUTT RD,SANTA TERESA,DONA ANA,1
10/28/2020,RR-6991,NMED,STANCO METAL PRODUCTS,301 AVENIDA ASCENCION # 300,SANTA TERESA,DONA ANA,1
10/28/2020,RR-6992,NMED,STANCO METAL PRODUCTS,301 AVENIDA ASCENCION # 300,SANTA TERESA,DONA ANA,1
10/28/2020,RR-7159,NMED,STATE PARK DEPT,1220 S SAINT FRANCIS DR # 138,SANTA FE,SANTA FE,1
10/28/2020,RR-6961,ECECD,STEPS AHEAD LEARNING CTR,3500 INDIAN SCHOOL RD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6910,NMED,SUBWAY,1497 E SANTA FE AVE,GRANTS,CIBOLA,1
10/28/2020,RR-7149,NMED,SUNSET GRILL,1274 GOLF CLUB RD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7113,NMED,TACO CABANA,6500 SAN MATEO BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7114,NMED,TACO CABANA,6500 SAN MATEO BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7129,NMED,TACO CABANA,2041 UNSER BLVD SE,RIO RANCHO,SANDOVAL,1
10/28/2020,RR-6785,HED,THE UNIVERSITY OF NEW MEXICO,1 UNIV OF NEW MEXICO,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6996,PED,THOREAU HIGH SCHOOL,4 HAWKES CIR,THOREAU,MC KINLEY,1
10/28/2020,RR-7122,PED,THOREAU HIGH SCHOOL,4 HAWKES CIR,THOREAU,MC KINLEY,1
10/28/2020,RR-6976,PED,TIERRA ANTIGUA ELEMENTARY SCH,8121 RAINBOW BLVD NW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7001,NMED,T-MOBILE,706 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
10/28/2020,RR-6931,NMED,TOTAL WINE,3529 ZAFARANO DR,SANTA FE,SANTA FE,1
10/28/2020,RR-6870,ECECD,TOY BOX LLC,2770 MISSOURI AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7169,NMED,TRADER JOE'S,8928 HOLLY AVE NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7422,NMED,TRADER JOE'S,8928 HOLLY AVE NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6994,DOH,TRANSFORMING LIVES FOUNDATION,401 ROMA AVE NW # 3,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7195,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7175,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7174,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7177,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7176,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7197,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7198,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7196,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7173,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7172,DHI,TRESCO INC,1800 COPPER LOOP # 1,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6807,NMED,UNION PACIFIC RAILROAD,8300 AIRPORT RD,SANTA TERESA,DONA ANA,1
10/28/2020,RR-7202,NMED,UNITED DRUG-HATCH-RADIOSHACK,221 W HALL ST,HATCH,DONA ANA,1
10/28/2020,RR-6839,NMED,UNITED RENTALS,1401 AVENIDA DE MESILLA,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7200,DOH,UNIVERSITY-NM-PEDIATRIC,2211 LOMAS BLVD 3ACC UNM HOSPI,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7201,DHI,URGENT CARE DR S MURALIDHASN,1605 EL PASEO RD,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7026,NMED,US POST OFFICE,116 W 1ST ST,PORTALES,ROOSEVELT,1
10/28/2020,RR-6997,PED,VALLEY VIEW ELEMENTARY SCHOOL,915 CALIFORNIA AVE,LAS CRUCES,DONA ANA,1
10/28/2020,RR-6917,PED,VISTA MIDDLE SCHOOL,4465 ELKS DR,LAS CRUCES,DONA ANA,1
10/28/2020,RR-7083,NMED,WAGNER EQUIPMENT CO,200 LOUISIANA,BLOOMFIELD,SAN JUAN,1
10/28/2020,RR-6928,NMED,WALGREENS,8011 HARPER DR NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6989,NMED,WALMART SUPERCENTER,3500 COORS BLVD SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6982,NMED,WALMART SUPERCENTER,2701 CARLISLE BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7078,NMED,WALMART SUPERCENTER,3500 COORS BLVD SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7241,NMED,WALMART SUPERCENTER,400 EUBANK BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6937,NMED,WALMART SUPERCENTER,460 HIGHWAY 528,BERNALILLO,SANDOVAL,1
10/28/2020,RR-7221,NMED,WALMART SUPERCENTER,700 6TH ST N,SOCORRO,SOCORRO,1
10/28/2020,RR-7210,PED,WASHINGTON MIDDLE SCHOOL,1101 PARK AVE SW,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6787,NMED,WELLS FARGO BANK,3150 CERRILLOS RD,SANTA FE,SANTA FE,1
10/28/2020,RR-7236,NMED,WENDY'S,1808 CENTRAL AVE SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6838,NMED,WHATABURGER,2110 N MAIN ST,ROSWELL,CHAVES,1
10/28/2020,RR-6791,NMED,WHOLE FOODS MARKET,2103 CARLISLE BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6820,NMED,WILSON ELECTRIC,501 GENERAL SOMERVELL ST SE #B,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7125,DOH,WOMEN'S SPECIALISTS OF NM LTD,1001 COAL AVE SE # 5640,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7115,DOH,WOMEN'S SPECIALISTS OF NM LTD,1001 COAL AVE SE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-7160,NMED,WORKFORCE SOULTIONS,401 BROADWAY BLVD NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6975,PED,ZUNI ELEMENTARY SCHOOL,6300 CLAREMONT NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6774,NMED,NATIONAL ROOFING CO INC,6821 ACADEMY PARKWAY WEST NE,ALBUQUERQUE,BERNALILLO,1
10/28/2020,RR-6881,NMED,MEWBOURNE OIL CO,4801 BUSINESS PARK BLVD,HOBBS,LEA,1
10/28/2020,RR-6880,NMED,MEWBOURNE OIL CO,4801 BUSINESS PARK BLVD,HOBBS,LEA,1
