,Unnamed: 0,best_match_score,__id_left,__id_right,DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED,full address state,RID,UPA #,Estab Name,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,full address fed,geocodes_match,state_latlong,fed_latlong,state_place_id,fed_place_id,state_gmaps_query,fed_gmaps_query
597,546444,0.41646313319941647,10870_left,41_right,12/16/2020,RR-00026065,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,18,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
598,1469982,0.41646313319941647,29039_left,41_right,10/27/2020,RR-5833,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,6,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
599,1607887,0.41646313319941647,31767_left,41_right,10/9/2020,RR-3097,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,2,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
600,390868,0.41646313319941647,7730_left,41_right,12/30/2020,RR-00029673,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,12,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
601,558786,0.41646313319941647,11125_left,41_right,12/15/2020,RR-00025751,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,7,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
602,1412799,0.41646313319941647,27917_left,41_right,10/31/2020,RR-7730,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,2,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
603,71429,0.41646313319941647,1405_left,41_right,1/27/2021,RR-00036425,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,3,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
604,357255,0.41646313319941647,7050_left,41_right,1/3/2021,RR-00030548,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,3,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
605,43244,0.41646313319941647,840_left,41_right,2/1/2021,RR-00037025,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,2,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
606,577688,0.41646313319941647,11499_left,41_right,12/14/2020,RR-00025248,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,23,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
607,368538,0.41646313319941647,7284_left,41_right,1/2/2021,RR-00030282,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,5,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
608,1375338,0.41646313319941647,27174_left,41_right,11/3/2020,RR-8288,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,5,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
609,124569,0.41646313319941647,2453_left,41_right,1/20/2021,RR-00035263,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,4,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
610,458705,0.41646313319941647,9095_left,41_right,12/23/2020,RR-00028157,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,3,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
611,512736,0.41646313319941647,10182_left,41_right,12/18/2020,RR-00026910,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,11,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
612,1243643,0.41646313319941647,24588_left,41_right,11/10/2020,RR-00011196,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,5,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
613,1492994,0.41646313319941647,29494_left,41_right,10/24/2020,RR-5424,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,8,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
614,1155479,0.41646313319941647,22863_left,41_right,11/14/2020,RR-00013088,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,6,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
615,580819,0.41646313319941647,11559_left,41_right,12/14/2020,RR-00025269,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,11,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
616,178105,0.41646313319941647,3531_left,41_right,1/15/2021,RR-00034289,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,2,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
617,283003,0.41646313319941647,5606_left,41_right,1/7/2021,RR-00031999,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,16,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
618,450721,0.41646313319941647,8931_left,41_right,12/24/2020,RR-00028492,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,5,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
619,1244092,0.41646313319941647,24597_left,41_right,11/10/2020,RR-00010690,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,4,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
620,559680,0.41646313319941647,11142_left,41_right,12/15/2020,RR-00025766,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,14,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
621,14685,0.41646313319941647,282_left,41_right,2/5/2021,RR-00037743,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
622,619759,0.41646313319941647,12328_left,41_right,12/11/2020,RR-00024633,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,22,"2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1614792,University of NM Hospital,2211 Lomas Blvd. NE,,ALBUQUERQUE,NM,87106,BERNALILLO,622110 / 622110,07/01/2020,Online,Formal,,"Employees are not being provided the proper PPE to protect themselves against COVID-19 positive patients. Every employee is at risk, but I personally contracted COVID-19 from my unit by not having adequate PPE.",/,,,,,,,,,"2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0883653, 'lng': -106.6183793}","{'lat': 35.0883653, 'lng': -106.6183793}",ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,"UNMH 2211 LOMAS BLVD NE, ALBUQUERQUE, BERNALILLO County, NM","University of NM Hospital 2211 Lomas Blvd. NE, , ALBUQUERQUE, BERNALILLO County, NM"
